AreaName,Year,GroupName,SubGroupName,AutoTheftCoordinatedTraced,AutoTheftRecovered,AutoTheftStolen,SuccessRate
Haryana,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,391,1142,0.342381786
Himachal Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,40,67,0.597014925
Jammu & Kashmir,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,33,164,0.201219512
Jharkhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,27,251,0.107569721
Karnataka,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,8,211,606,0.348184818
Kerala,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,112,482,0.232365145
Madhya Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,225,554,0.406137184
Maharashtra,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,63,378,2129,0.177548145
Manipur,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Meghalaya,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,90,0.155555556
Mizoram,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Nagaland,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,15,71,0.211267606
Odisha,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,19,51,0.37254902
Puducherry,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,3,9,0.333333333
Punjab,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88,147,357,0.411764706
Rajasthan,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,247,809,0.305315204
Sikkim,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,4,0.75
Tamil Nadu,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,54,60,93,0.64516129
Tripura,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Uttar Pradesh,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,12,306,1477,0.20717671
Uttarakhand,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,20,102,0.196078431
West Bengal,2005,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,56,176,0.318181818
Andhra Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,19,175,434,0.403225806
Arunachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Assam,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,117,409,0.28606357
Bihar,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,21,49,0.428571429
Chandigarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,50,158,0.316455696
Chhattisgarh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,39,76,0.513157895
Dadra & Nagar Haveli,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,3,0.333333333
Daman & Diu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,14,0.285714286
Delhi,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,88,620,4066,0.152484014
Goa,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,11,43,0.255813953
Gujarat,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,118,467,0.25267666
Haryana,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,443,1438,0.308066759
Himachal Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,48,99,0.484848485
Jammu & Kashmir,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,18,67,0.268656716
Jharkhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,65,0.153846154
Karnataka,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,126,503,0.250497018
Kerala,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,107,519,0.206165703
Madhya Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,145,384,0.377604167
Maharashtra,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,312,541,2252,0.240230906
Manipur,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,9,0.111111111
Meghalaya,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,66,0.090909091
Mizoram,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,14,24,0.583333333
Nagaland,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,16,43,0.372093023
Odisha,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,15,35,96,0.364583333
Puducherry,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,5,0.2
Punjab,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,145,142,518,0.274131274
Rajasthan,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,39,225,1035,0.217391304
Sikkim,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,5,5,1
Tamil Nadu,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,87,93,131,0.709923664
Tripura,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,12,0.25
Uttar Pradesh,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,390,1458,0.267489712
Uttarakhand,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,29,101,0.287128713
West Bengal,2006,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14,92,298,0.308724832
Andhra Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,149,298,0.5
Arunachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,4,12,0.333333333
Assam,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,101,264,0.382575758
Bihar,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,22,61,0.360655738
Chandigarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,96,357,0.268907563
Chhattisgarh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,40,99,0.404040404
Dadra & Nagar Haveli,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Daman & Diu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,5,0.4
Delhi,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,536,3613,0.148353169
Goa,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,9,32,0.28125
Gujarat,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,156,508,0.307086614
Haryana,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,42,411,1237,0.332255457
Himachal Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,10,37,86,0.430232558
Jammu & Kashmir,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,35,130,0.269230769
Jharkhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,77,365,0.210958904
Karnataka,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,11,132,546,0.241758242
Kerala,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,148,606,0.244224422
Madhya Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,25,177,469,0.377398721
Maharashtra,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,217,467,2219,0.21045516
Manipur,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,12,0.083333333
Meghalaya,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,15,0.2
Mizoram,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,15,0.666666667
Nagaland,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,9,56,0.160714286
Odisha,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,50,99,0.505050505
Puducherry,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,11,0.636363636
Punjab,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,157,173,577,0.29982669
Rajasthan,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,31,315,1130,0.278761062
Sikkim,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,5,6,0.833333333
Tamil Nadu,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,70,74,100,0.74
Tripura,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Uttar Pradesh,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,348,1458,0.238683128
Uttarakhand,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,28,28,119,0.235294118
West Bengal,2007,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,9,66,328,0.201219512
Andhra Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,165,300,0.55
Arunachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,10,17,0.588235294
Assam,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,86,508,0.169291339
Bihar,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,31,134,0.231343284
Chandigarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,108,426,0.253521127
Chhattisgarh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,145,405,0.358024691
Dadra & Nagar Haveli,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Daman & Diu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,8,0.375
Delhi,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,486,4388,0.110756609
Goa,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,20,0.3
Gujarat,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,55,103,593,0.173693086
Haryana,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,53,434,1534,0.282920469
Himachal Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,18,39,119,0.327731092
Jammu & Kashmir,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,30,163,0.18404908
Jharkhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,42,277,0.151624549
Karnataka,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,34,234,813,0.287822878
Kerala,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,92,452,0.203539823
Madhya Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,157,454,0.345814978
Maharashtra,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,86,256,2459,0.104107361
Manipur,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,4,59,0.06779661
Meghalaya,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,13,53,0.245283019
Mizoram,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,12,15,0.8
Nagaland,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,7,89,0.078651685
Odisha,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,30,125,0.24
Puducherry,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,13,0.153846154
Punjab,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,110,208,641,0.32449298
Rajasthan,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,66,232,1223,0.189697465
Sikkim,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,6,6,1
Tamil Nadu,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,121,135,200,0.675
Tripura,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,3,0.666666667
Uttar Pradesh,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,334,1546,0.216041397
Uttarakhand,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,26,124,0.209677419
West Bengal,2008,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,76,272,0.279411765
Andaman & Nicobar Islands,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,1,1
Andhra Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,253,436,0.580275229
Arunachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,4,26,0.153846154
Assam,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,97,443,0.218961625
Bihar,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,14,41,262,0.15648855
Chandigarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,75,466,0.160944206
Chhattisgarh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,76,236,0.322033898
Dadra & Nagar Haveli,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,10,0.3
Daman & Diu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,4,0.25
Delhi,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,289,580,4757,0.121925583
Goa,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,4,19,0.210526316
Gujarat,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,49,155,763,0.203145478
Haryana,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,40,433,1587,0.27284184
Himachal Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,62,166,0.373493976
Jammu & Kashmir,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,122,433,0.281755196
Jharkhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,74,295,0.250847458
Karnataka,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,252,959,0.262773723
Kerala,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,109,307,0.35504886
Lakshadweep,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,4,1
Madhya Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,234,675,0.346666667
Maharashtra,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,251,509,2523,0.201743956
Manipur,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,1,51,0.019607843
Meghalaya,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,12,59,0.203389831
Mizoram,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,6,6,8,0.75
Nagaland,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,21,103,0.203883495
Odisha,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,74,358,0.206703911
Puducherry,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,3,9,0.333333333
Punjab,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,248,870,0.285057471
Rajasthan,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,158,321,1654,0.19407497
Sikkim,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,4,7,0.571428571
Tamil Nadu,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,104,140,194,0.721649485
Tripura,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,4,0.25
Uttar Pradesh,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,41,320,2718,0.117733628
Uttarakhand,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,26,106,0.245283019
West Bengal,2009,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,64,86,401,0.21446384
Andhra Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,203,530,602,0.880398671
Arunachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,5,0.4
Assam,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,7,32,103,0.310679612
Bihar,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,45,360,0.125
Chandigarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,75,355,0.211267606
Chhattisgarh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,52,152,0.342105263
Dadra & Nagar Haveli,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,6,0.166666667
Daman & Diu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,1,2,0.5
Delhi,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,24,594,5281,0.112478697
Goa,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,9,20,0.45
Gujarat,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,58,170,843,0.201660735
Haryana,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,61,499,1918,0.26016684
Himachal Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,61,161,0.378881988
Jammu & Kashmir,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,5,93,334,0.278443114
Jharkhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,3,54,368,0.14673913
Karnataka,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,45,442,1087,0.406623735
Kerala,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,1,56,180,0.311111111
Madhya Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,46,299,780,0.383333333
Maharashtra,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,238,571,2612,0.218606432
Manipur,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,4,47,0.085106383
Meghalaya,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,19,43,0.441860465
Mizoram,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,13,13,18,0.722222222
Nagaland,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,2,12,81,0.148148148
Odisha,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,82,181,0.453038674
Puducherry,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,4,12,0.333333333
Punjab,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,92,315,943,0.334040297
Rajasthan,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,189,256,1491,0.171696848
Sikkim,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,2,1
Tamil Nadu,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,119,185,265,0.698113208
Tripura,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,2,2,1
Uttar Pradesh,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,65,374,3046,0.122783979
Uttarakhand,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,0,26,96,0.270833333
West Bengal,2010,AT2-Motor Car/Taxi/Jeep,2. Motor Car/Taxi/Jeep,4,89,401,0.221945137
Andhra Pradesh,2001,AT3-Buses,3. Buses,0,3,5,0.6
Arunachal Pradesh,2001,AT3-Buses,3. Buses,0,1,1,1
Assam,2001,AT3-Buses,3. Buses,0,1,1,1
Bihar,2001,AT3-Buses,3. Buses,0,1,1,1
Chandigarh,2001,AT3-Buses,3. Buses,0,1,1,1
Chhattisgarh,2001,AT3-Buses,3. Buses,0,1,1,1
Delhi,2001,AT3-Buses,3. Buses,0,14,37,0.378378378
Gujarat,2001,AT3-Buses,3. Buses,1,3,3,1
Haryana,2001,AT3-Buses,3. Buses,0,7,12,0.583333333
Himachal Pradesh,2001,AT3-Buses,3. Buses,0,1,1,1
Jammu & Kashmir,2001,AT3-Buses,3. Buses,0,1,4,0.25
Jharkhand,2001,AT3-Buses,3. Buses,1,1,2,0.5
Karnataka,2001,AT3-Buses,3. Buses,1,4,5,0.8
Kerala,2001,AT3-Buses,3. Buses,0,25,42,0.595238095
Madhya Pradesh,2001,AT3-Buses,3. Buses,0,1,4,0.25
Maharashtra,2001,AT3-Buses,3. Buses,3,7,11,0.636363636
Meghalaya,2001,AT3-Buses,3. Buses,0,1,1,1
Mizoram,2001,AT3-Buses,3. Buses,0,1,1,1
Nagaland,2001,AT3-Buses,3. Buses,0,1,1,1
Odisha,2001,AT3-Buses,3. Buses,0,1,1,1
Punjab,2001,AT3-Buses,3. Buses,1,7,23,0.304347826
Rajasthan,2001,AT3-Buses,3. Buses,0,32,41,0.780487805
Tamil Nadu,2001,AT3-Buses,3. Buses,0,7,8,0.875
Uttar Pradesh,2001,AT3-Buses,3. Buses,0,6,17,0.352941176
Uttarakhand,2001,AT3-Buses,3. Buses,0,1,1,1
West Bengal,2001,AT3-Buses,3. Buses,0,1,1,1
Andhra Pradesh,2002,AT3-Buses,3. Buses,0,5,5,1
Assam,2002,AT3-Buses,3. Buses,0,1,1,1
Bihar,2002,AT3-Buses,3. Buses,0,1,1,1
Chhattisgarh,2002,AT3-Buses,3. Buses,0,1,1,1
Daman & Diu,2002,AT3-Buses,3. Buses,0,1,1,1
Delhi,2002,AT3-Buses,3. Buses,4,10,27,0.37037037
Goa,2002,AT3-Buses,3. Buses,0,1,1,1
Gujarat,2002,AT3-Buses,3. Buses,1,4,36,0.111111111
Haryana,2002,AT3-Buses,3. Buses,0,11,16,0.6875
Himachal Pradesh,2002,AT3-Buses,3. Buses,0,1,1,1
Jammu & Kashmir,2002,AT3-Buses,3. Buses,0,5,5,1
Karnataka,2002,AT3-Buses,3. Buses,0,1,1,1
Kerala,2002,AT3-Buses,3. Buses,2,10,19,0.526315789
Madhya Pradesh,2002,AT3-Buses,3. Buses,0,9,15,0.6
Maharashtra,2002,AT3-Buses,3. Buses,1,6,13,0.461538462
Meghalaya,2002,AT3-Buses,3. Buses,0,1,1,1
Nagaland,2002,AT3-Buses,3. Buses,0,1,1,1
Odisha,2002,AT3-Buses,3. Buses,0,1,1,1
Punjab,2002,AT3-Buses,3. Buses,1,5,5,1
Rajasthan,2002,AT3-Buses,3. Buses,0,22,29,0.75862069
Tamil Nadu,2002,AT3-Buses,3. Buses,0,1,2,0.5
Uttar Pradesh,2002,AT3-Buses,3. Buses,1,19,25,0.76
West Bengal,2002,AT3-Buses,3. Buses,0,1,8,0.125
Andhra Pradesh,2003,AT3-Buses,3. Buses,0,4,6,0.666666667
Arunachal Pradesh,2003,AT3-Buses,3. Buses,0,1,1,1
Assam,2003,AT3-Buses,3. Buses,0,1,1,1
Bihar,2003,AT3-Buses,3. Buses,0,1,1,1
Chandigarh,2003,AT3-Buses,3. Buses,0,1,1,1
Chhattisgarh,2003,AT3-Buses,3. Buses,0,1,1,1
Daman & Diu,2003,AT3-Buses,3. Buses,0,1,1,1
Delhi,2003,AT3-Buses,3. Buses,1,5,18,0.277777778
Gujarat,2003,AT3-Buses,3. Buses,2,4,36,0.111111111
Haryana,2003,AT3-Buses,3. Buses,2,20,32,0.625
Himachal Pradesh,2003,AT3-Buses,3. Buses,0,1,1,1
Jammu & Kashmir,2003,AT3-Buses,3. Buses,0,1,1,1
Jharkhand,2003,AT3-Buses,3. Buses,0,1,1,1
Karnataka,2003,AT3-Buses,3. Buses,0,2,4,0.5
Kerala,2003,AT3-Buses,3. Buses,0,2,4,0.5
Maharashtra,2003,AT3-Buses,3. Buses,1,5,15,0.333333333
Meghalaya,2003,AT3-Buses,3. Buses,0,1,1,1
Nagaland,2003,AT3-Buses,3. Buses,0,1,1,1
Odisha,2003,AT3-Buses,3. Buses,0,1,1,1
Punjab,2003,AT3-Buses,3. Buses,1,9,17,0.529411765
Rajasthan,2003,AT3-Buses,3. Buses,0,24,38,0.631578947
Tamil Nadu,2003,AT3-Buses,3. Buses,0,2,2,1
Uttar Pradesh,2003,AT3-Buses,3. Buses,2,19,34,0.558823529
West Bengal,2003,AT3-Buses,3. Buses,0,1,1,1
Andhra Pradesh,2004,AT3-Buses,3. Buses,2,6,15,0.4
Arunachal Pradesh,2004,AT3-Buses,3. Buses,0,1,1,1
Assam,2004,AT3-Buses,3. Buses,0,4,21,0.19047619
Bihar,2004,AT3-Buses,3. Buses,0,1,1,1
Chandigarh,2004,AT3-Buses,3. Buses,0,1,2,0.5
